chomeurs15-64ans;nombres_artisant;nombre_de-salarie;chomeurs15-24ans;CODGEO
430;20;47;5;1001
109.094650205761;19.835390946502;20.8271604938272;0.991769547325103;1002
6688.56038894065;283.442058461428;813.763338820926;125.055821853198;1004
880;60;140;17;1005
59.4545454545454;0;4.95454545454546;2.97272727272727;1006
1341.12245899135;66.1403180014038;185.194064588759;18.3166600423027;1007
430.321258122745;16.1349357739277;44.1331563203246;8.0009006480698;1008
150.196873877957;12.1577810928649;21.3225003012027;1.01358896768585;1009
584.282511210763;35.5650224215247;84.3399103139016;3.04843049327355;1010
160.771276595745;5.18617021276596;28.0053191489361;0;1011
130.391131460151;15.0461796030624;24.0738873648998;3.00923592061248;1012
100.9375;5.3125;13.8125;0;1013
1409.68526123766;115.795575030236;135.933935905061;27.1867871810121;1014
270.730956625074;32.0678550207962;47.3546939988117;1.98383838383838;1015
190;30;31;5;1016
143.344748858447;0;21.7488584474886;0.988584474885845;1017
10;0;2;0;1019
678.252239493292;63.1167297215236;103.260734920107;3.83194052504716;1021
518.468257268541;49.2704705195271;82.7743904728055;9.85409410390542;1022
48.4457035114072;4.84457035114072;6.80823417406823;0;1023
1653.13556859217;103.644863234619;226.982250483816;17.6196267498852;1024
2033.44466274436;100.048624308807;265.225275589403;26.9807968723937;1025
353.886444455679;10.2658721150818;62.5267570553786;5.15351448387938;1026
2071.01894270508;61.8567869147221;194.724260386989;4.4365505104756;1027
325;20;33;3;1028
301.864030166565;0;40.5745944609941;2.96887276543859;1029
450.162043817945;54.9908362593531;63.2038010873526;4.98136837551896;1030
1644.29094209585;84.7401997000768;183.26004193278;18.9419269917819;1031
1672.1836418989;68.2276821875715;184.514341071244;16.0236914131556;1032
8076.64306969953;355.945034797123;1082.69106944302;148.730461152256;1033
3904.20186197279;237.659428349652;549.587428058571;69.3173332686486;1034
160;5;25;1;1035
599.244196731067;63.3383963892994;87.0360818681416;3.8651759392837;1036
122.270660298016;4.9084485538982;14.6959754250654;2.94506913233892;1037
397.027559055118;29.4094488188977;66.6614173228346;3.92125984251968;1038
285;10;34;3;1040
391.771323243947;28.4879573883776;49.3712805421844;7.02302598355492;1041
181.648550724638;9.81884057971014;23.5652173913043;0.981884057971014;1042
2139.67494752914;164.695212014019;309.283676033929;27.7127833580699;1043
286.506348680543;20.5767080163665;41.7860571385825;2.08909064276142;1044
135.3;16.4;16.4;0;1045
468.744292237443;9.5662100456621;61.2237442922374;2.86986301369863;1046
560;65;62;5;1047
1420;115;204;18;1049
185;20;17;0;1050
50;5;6;1;1051
146.021341463415;14.1310975609756;26.3780487804878;2.82621951219512;1052
17720.985626131;772.363183456004;2489.26954675833;485.637232164275;1053
682.665752291227;65.3163307983022;112.223099299092;3.00979692379153;1054
183.092485549133;5.23121387283237;27.2023121387282;0;1056
235;15;43;3;1057
395;50;52;5;1058
252.730844793713;15.7956777996071;40.0157170923379;3.15913555992141;1060
575;80;83;9;1061
467.892071337929;38.4262590457223;72.6776329248361;2.10330751874781;1062
225;20;27;2;1063
550;25;60;12;1064
877.478154563969;40.552898816595;136.04297660036;7.00898444151876;1065
15;0;5;1;1066
150.874524714829;0;20.4410646387833;0.973384030418251;1067
400;20;47;3;1068
812.845288503238;17.2157472454025;136.613999582691;12.7653684210951;1069
2628.71705107084;143.835461285008;474.161037891268;24.7992174629325;1071
1528.11193261791;102.827891355504;235.141055723322;22.5916664952066;1072
488.978170448486;40.4819090134966;79.7858243156935;2.00311294541266;1073
1165.83181312822;110.078540295369;143.102102383979;18.0128520483331;1074
645;75;87;7;1075
49.8461538461539;0;6.64615384615386;0;1076
